,tweet,subtask_a
9171,would trump president presidency donald make like bad bitterly look,0
9172,bad shock hope november,0
9173,cute doe look like,0
9174,come form know article thank us laws away take constitution one yes gun section sec please control,0
9175,send urls spam friend going patriot followers keep,0
9176,probably together headline sack put tell read remains mayo critical experience doe work hospital article proof anyone kid victim condition best us post state dead,0
9177,anti always history tails people flabby run bigot legs like stand fascist decent look think,1
9178,thug yeah anti assault nothing anyone everything violent,1
9179,add buy,0
9180,label tom attack routinely uncle conservative black,0
9181,count urls player like stand soccer,1
9182,urls get never winning tire,0
9183,ouch,0
9184,come urls america like save superheroes,0
9185,makeup need love angel beautiful,0
9186,could mad divide crap country except,1
9187,listening hear still mambo jumbo,0
9188,also left liberal muslim christian leaning convert,0
9189,wales mindset urls white see equal liberal sorry away felt pity victim people black use,0
9190,act literally stone add propose need one way kill cruz,0
9191,white jersey shore devil bitch,1
9192,warrior anti mommy soon happen plug hole going hope things reign people fed bad show bullet getting,1
9193,nope,0
9194,sigh pat deserve sniff doe urls baby dammit tears precious gosh,1
9195,least soon loretta indict lynch eloquent charm hopefully,0
9196,free urls want slave exist gun bigot subordinate disarm minority reason grow target recently specifically unadulterated entire pure keep control like thankfully racism,0
9197,evidence urls post liar ford without declare conservative,1
9198,would tone cute skin black,0
9199,anti destroy riot hardly problem hundred show,1
9200,wish angel cookie suck,0
9201,flood prepping urls,0
9202,lit sorry say allow sweetie cancel,0
9203,utter nonsense division nation,1
9204,inauguration go parkland scale obama make hit call damage home near falwell day one policy assassination threat happen train really yes great,0
9205,corporate help spreading urls word could check fighting gun back use control,0
9206,trump cut actually effect wrong directly tax substantially numbers deregulation better,0
9207,exactly trust carefully listen,0
9208,bitch,1
9209,describe sound trump like,0
9210,would citizen try disarm come helpless defend urls proud hogg cannot democrat power hitler american david,0
9211,anti lunatic sleeve boy even white want decide soy fail doe left rhetoric force use realize keep trump supporter really protest level like,1
9212,support woman rule even jersey sit next hate allow one put fax football love believe team,0
9213,future place fill old find urls hire could company change application right monster job near,0
9214,lovely yes passion,0
9215,maybe way,0
9216,tricking worse pagan baptist idolatrous give southern break,1
9217,woman urls almost anymore knowing vouch history havana go originally arrange like ironic without huh,0
9218,trump free urls movie stream,0
9219,shit,1
9220,cut well,0
9221,drawing good,0
9222,notion annually shut term,0
9223,fact nominee disgust still,1
9224,christmas old rudy poor goose shit full,1
9225,trump bringing brother president amen donald america country bring back great,0
9226,home go newspeak,0
9227,org,0
9228,nonsense try vote convince comfortable stop extremely unfortunately urgency happen liberal away take whether people november unpopular,0
9229,personality big want need really love fan,0
9230,place urls voice shadow everyone include account banning conservative throttling,0
9231,beyond lost self manage tell medicate count see story generation sicken label many number say distress image like people,0
9232,pussy problem grab pm,1
9233,looking forward meeting conference,0
9234,previously follow urls,0
9235,saturday want man jesse evil night standing lady mad hope change mean work bless right president dangerous god keep good hey jon heart america watch people,1
9236,urls rule million watching embarrass years entitle ideology understand elitist progressive liberal deal divide yep country american,0
9237,go finish chequer,0
9238,trump billy rip shears captain song mad change donald climate,0
9239,mode parkland daughter hate gun threaten grieve nut einstein full death site throw get pass control trump body protection havana ugh gutenberg parent give guard blame,0
9240,none easy week ask make existent non freeze work life everything hostage service customer system get nothing holding try happen antiquated remove,0
9241,trump top mister guy low stop high doe nice road go jugular magnets say work conservative shit republican,0
9242,church extent fri criminality legacy always deep see go committee ash state actor infiltrate,0
9243,idea lead big echo urls want found see discover picture bad chambers people believe research truth,0
9244,idiot liberal,1
9245,naive corrupt urls previous admin admins different hindi think,0
9246,game unfortunately always win gun house long control,1
9247,playing havana ugh game going stupid confirm work,1
9248,chart wither music tree prophet false christian climb fig,1
9249,would rug underneath close urls another foot pull overturn getting suck,1
9250,speechless see,0
9251,abortion vote dodgy president commit havana ugh perjury law inducing financial drug extreme contraceptive think,1
9252,free urls survive several intellectual refuse democrat side society life understanding reason understand one every set situation today us manga fake freedom truth,0
9253,lost know white appear liberal matter sick care enough bernie hillary life love black speaking wake keep trump supporter new delude railing saying like people rep,1
9254,fuck lao add leslie tho def give bad,1
9255,ground urls offer announce billion long ambitious longer housing certainty initiative first term time new partnership association today breaking government open,0
9256,hand kitchen partner man right haley,0
9257,left fan,0
9258,would destroy remain know urls anonymous hope conservative world,0
9259,agree uncommon try find stop sense violence seem gun common way like completely view use control think,0
9260,fucking soon box see laos love hotties,1
9261,self liberal upbringing forbid gun would place let get screaming shot kid victim moron control guess heaven rob circumstances,1
9262,calif buy urls,0
9263,come personality deal relentless aspect warfare test see side endure life would day every never drama politics supporter new assault psychological emerge,0
9264,turn anti lost denounce terror protestors nazi true refuse hate democrat side unethical show everyway democratic process clown virginity group domestic bad trump pay,1
9265,radical side calling,0
9266,police fucking know low calling rhonda run phone anyway wanna right,1
9267,yea liberal false outlandish make huh shit nice promise de nuclear action tax working coming break better wild wall get say keep ole saying tariff feel,0
9268,sexual ask trot accuser public facebook posting conservative hearing disqualify still stopping clinton demo trump nomination private assault question bill,0
9269,means conservative white really take give never rest shut america christian fight hate back,0
9270,trump president urls proud manga,0
9271,flake real,0
9272,anti point membership judging already,0
9273,anti reading midwest wake bible,0
9274,try know even meet dome take say get charge hell hurt though capacity situation control shut look bitch,1
9275,enjoy boy white liberal take,0
9276,conservative principled,0
9277,man going super hard time,0
9278,anti foot,0
9279,valid,0
9280,exist could meme lord best,0
9281,evil,1
9282,come problem us hey enough,0
9283,emotionally talk man intelligence think throat naval outing stuff service confuse still youthful never detach felt hide military connection deep really mark cautious,0
9284,first amendment,0
9285,supporter listen mike urls calling fiscal crying week stand conservative harris something,0
9286,cheer great,0
9287,bag vote let together thank red already patriot following mag,0
9288,serve bastard right,1
9289,cd urls midas see crying powwow puppet video al,0
9290,count saying keep alive streak,0
9291,nutcase anti fill program hearing indoctrinate left stupid senate everything acting hate believe tell,1
9292,fool,1
9293,yes bitch,1
9294,late,0
9295,bet view head,0
9296,form talk gun never control,1
9297,pope satanist things opponent guilty blame,1
9298,trump maybe still woman urls around invite threaten rape debate challenger democratic,1
9299,right,0
9300,one,0
9301,wylie need right like sitting,0
9302,come ready hand know liberal gun texas,1
9303,agree centrist evidence much sargon belief wrong say every pretty gun healthcare subject control,1
9304,trump urls hispanic flourish economy,0
9305,ref behave woman however serena totally way making right love absolutely deflect within,0
9306,laws promise us dang jail campaign move go away god finance break,1
9307,come forward woman urls stop demean recant tweet vouch scramble accuser,0
9308,home urls abject hypocrisy,0
9309,want take gun allow control nobody,1
9310,gun criminal need control,0
9311,least trip town bail talk money get well meal hell,0
9312,body good know trust another take night well girl enough,0
9313,prelude want justify argentina right push would postpone report article inside take say decision conflict really state hard important,0
9314,probably label good motivation pay doubt proud getting int,0
9315,excellent taste individual,0
9316,lame year politically duck already dead,1
9317,stance urls,0
9318,fool man things hatred say make like people reality,1
9319,laws strict gun people control enforce,0
9320,good host humour rating bomb career go see liberal seem emmy tank ask celebrate like killer pal back,1
9321,ultra,0
9322,training urls tool fool god,1
9323,standing poster day boy urls white add speeds every emphasis think,1
9324,aunt crabby attack going cookie child heat worry bake special,0
9325,fri corrupt refer wait mine know doe actually friend happen touch say well details remember,0
9326,name lot last mess say,0
9327,area low extremely urban opposite gun homicide fun fact high rates zero nearly extreme correlation control rural exactly astronomically ownership,0
9328,say anything,0
9329,fuck sexy baby girl,1
9330,hide know inexcusable urls comment sink must end decade never open,1
9331,mini globalization bolshevik demand causing start nationality left threaten unify war right alt concern destroy let values constitution everyone god keep indoctrination us ten like oppress commandment,0
9332,fake news,1
9333,represent bag find could really douche wish gucci nell i law car degree someone epitome conservative salesman use better,0
9334,mind lose,1
9335,truly artist paint see liberal showing say well way world,0
9336,supporter anti support unfortunately saying protest show peacefully lied democrat,0
9337,sexual describe fuck case legit laws orientation yet dude guy need take say one court trump someone sue people irma,1
9338,theory fact want affordable produce liberal everyone change health false thing accommodate care badly willing science correct,0
9339,right,0
9340,sexual urls almost embarrassment prioritise right damages predator woman late need disgrace toss victim legal whereas try year us demonstrate law alex give profession,1
9341,bravo case introduce away get child innocent special hate,0
9342,morals benefit even win liberal abort existence thing though right would evidence letting stop kill strong try selection young us natural,1
9343,know urls ago liberal cute since force authorize use president congressional calling authorization one action without additional bush military today law country sign,0
9344,meaning funny left money obsess liberal strange business well credit leaning become fundamentalist,0
9345,gun cop kill someone issue become control,0
9346,real carbon urls looking folks hope reduction hard remember think,0
9347,one care,0
9348,citizen pfc act lot whole tweet jail calling account way victim fake awesome conservative girl keep belong head,0
9349,anti new aim send urls years jail mask activist bill,0
9350,pot infraction liberal sue due,0
9351,bat hmm hear like poop crazy,1
9352,go man let,0
9353,track record point going history stay healthy land reliever morrow dominant,0
9354,anti killer abide liberal deplorable protestors ora dreamer illegal dictionary brett predator immigrant womb clinton feminist trump supporter havana ugh law human terrorist member bill,1
9355,sob need knee cocky bring,1
9356,initial white liberal scale poland personally doe complain see immigration mean large way though conservative better would wherever phrase point get never immigrate guess happen diverse people,0
9357,tote sense bodyguard sure gun common long control,0
9358,make hope,0
9359,possibility capable woman grasping thing confidentiality honouring conservative request,0
9360,edge audio slave playing,0
9361,anti fine violence bro condemn,0
9362,imagine anti support liberal believing ironically,0
9363,achieve front always going mission possibly may well carry optimist deranged right unite believe,0
9364,urls maine tim silent completely,0
9365,shaving tide nom nom mouth need pod gun nom control,0
9366,place forget much scotus understand wade majority faith conservative overturn roe,0
9367,pic nice,0
9368,okay hope mariana right love,0
9369,cousin yes cheese infamous,0
9370,sound guy program worst looking values yet liberal number salty higher application reject people use,0
9371,woman man disgust acc sick right tell,1
9372,per guy urls little disgust,1
9373,manga cap urls,0
9374,signing area summit lead thank legislation also desk another gun california climate leadership sign please control nation,0
9375,live ever feeling get universe people,0
9376,dog hunt urls,0
9377,guess rank outrank one every pretty,0
9378,actually money calling different opposition bribe far expect use republican,1
9379,taking guy low fire first levis jean set gun take hear though people control remember saw,0
9380,urls pray gun common dead conservative use,0
9381,dick sized,1
9382,fucking urls see video say everything facial expression,1
9383,help,0
9384,news really right conservative freedom hate,0
9385,help support rule call sob illegal entire need change immigration player yes make story football right nation,1
9386,urls things stupid say creepy way,1
9387,would idea sense propose gun common type control,0
9388,anti plenty bet stupid true put enough early grave thing way first would woman one frightening signal willing try really seem believe virtue,1
9389,credible know,0
9390,miss,0
9391,sad,0
9392,anti low actually want sceptical liberal character weapon support two use agree waters intimidation violence kill promote assassination trump supporter favourite state like,1
9393,ssh lying,0
9394,idiot eric frisked holder,1
9395,let urls trust line assembly cannot via,1
9396,nil urls,0
9397,elect urls destructive like conservative tire strong look,0
9398,burn questioning talking know see issue serena action get feel never crap people justification maturity tire speaking,0
9399,living build council affordable housing need social end may allow stigma,0
9400,come eat,1
9401,cultural jewish tool marxism mass immigration gun globalists advocate control,1
9402,fear anti police blk toward must hate spew condemn,1
9403,saudi lose business dispute may canada,0
9404,anti committee pinko red central socialist proper ban,0
9405,many speaker even want doubt take great highly demo house back,0
9406,say may coming whatever,0
9407,abortion attempt serve cherry picks fact undocumented immigrant want laws need person block respect supreme court repeatedly unfit tell,1
9408,deadness lao,0
9409,trump interrogation enhance using flavor technique remember staffer,0
9410,leftist abusive tory problem access could suspect left labour pretty someone building plausible arguing,1
9411,boarder nazi spanish comply republican think internment person gun snowflake emotional right black leave dissent opinion control tire hold terrorist muslim camp patriot putting human people speak,1
9412,anti big dream little steroid urls license laws suicide gun right station alcohol nightmare walk pill bad bit control mix cop please,1
9413,regard bernie likely felon vermont need remind say gun yes chicago different shit control endorse,1
9414,complete know call lady liar anyone half crap idiot brain bullshit total spew grade,1
9415,joke funny cause,0
9416,new hunt sauce picante jersey liberal gun red beta like keep alamo remember control texas,1
9417,anti along know left party dem sorts george others liar ford radical ultra working wing,1
9418,thanks follow list trumpeters manga already patriot following great plus back,0
9419,cancer suspend cutting years able late play practice though like anyways blame suck,1
9420,another liberal ahead get sure one make march female laugh back think,0
9421,live sexism go syria tell nice genius right lefty matthew guy get assad trump lots much us human like racism,1
9422,fridge crook,1
9423,want gun border open democrat control,0
9424,intellect low actually liberal emmy watch people crackheads,0
9425,minority woman never care conservative,0
9426,try want attention fish release document,0
9427,racist like know low deep liberal accord better standard debate topic dare islamophobia misogynistic speak oppressive,1
9428,lord anti work,0
9429,get one picture think,0
9430,hole sad,1
9431,internet know obsess hair notice fit conservative addiction blonde mold,0
9432,police urls rise pay hatred,0
9433,ooh beautiful,0
9434,anti division enforcer matters one right building demo maxine hate,0
9435,launcher urls flare rotary win shot polish reba,0
9436,bet sweet thank hippy,0
9437,coulter ann troll liberal love,0
9438,come cute video org,0
9439,try year little pretentious housemate hard far cringe worthy,1
9440,google number beijing every phone kid right manga give american,0
9441,anti son shut keeping trap,0
9442,lao,0
9443,come forward know ago liberal week democrat bringing hope thought sure havana go brett nominee allegation one happy past lowering record us someone,0
9444,would thank sunblock wife offer accept,0
9445,support humans gun life care people important control,0
9446,couch,0
9447,better serve bitch,1
9448,kerry,0
9449,goth gear powerful vet mind currently stick,0
9450,joke try lobe inept like conservative remember,1
9451,pic flies open,0
9452,roger guest pm call hotel unethical ora corpus gun kill research christi hmm control,1
9453,crook,0
9454,combine,0
9455,cancer help future urls doe us trial diagnose hope say diagnostic enough special centre early,0
9456,sentence get challenge without laugh,0
9457,become angel best,0
9458,drop procrastinate,0
9459,lie talking walking,1
9460,come heck excuse best champ twice already make show weight fight nice,0
9461,racist tennis worst see outburst serena pure hate,0
9462,telling often know go shoulder without shrug girlfriend,0
9463,ever years last road kick liberal notice power,0
9464,nickelodeon yogi rating food network channel hgt surpass ancient hallmark next esp bear nick alien,0
9465,forget low big want white sit liberal away refuse back laws anarchy work better giving around earn wake get keep world lily money gate hard people house look,0
9466,want going end shit depression thought life ship fight emotion let stop everyone take happy keep deep beat saying fighting half hiding,1
9467,crush,0
9468,new motto shit win cheat manga cost,0
9469,fine selection natural,0
9470,cue guy really,0
9471,come lose president hands catastrophe see really obama sorry never demo bush time,0
9472,antonio,0
9473,man catholic clean harm soul glad swamp life paedophile stand day need say never god church enter hold accountable people remove,0
9474,anti dearest day party modern kkt fund,0
9475,place fire inconsistent comment damn work view,1
9476,trump urls product independence relentless donald pursuit energy,0
9477,robust trump blame claim pepsi dem dolt obama schizo bad belong economy,1
9478,hatch old years limit around touch see accountable completely orrin action need born term,0
9479,racist decide put issue category case person inappropriate use punishment guilt others lois bit top question assault asking seem law people remember sexually,0
9480,back patriot please follow,0
9481,collar try mine craft footnote fun really make video nice,0
9482,anti mention tactic sargon seriously jim take become condition saw medical,0
9483,matter still think,1
9484,along rise go batman dark comment film saying get knight better make therefore bale invalid begin sense suck,0
9485,shitty report go twitter pig fascist remove,1
9486,gorgeous,0
9487,remain thing sweet pure think,0
9488,anti agree learn self worse conceal need defence get carry already violent approve insurance think,0
9489,urls fact saying eating shit chicken,1
9490,hold incite disgrace accountable violence despicable blame,1
9491,text grille going say sister,0
9492,urls,0
9493,lie liberal,1
9494,tyrant police sheep word liberal state dangerous love gas lighting,1
9495,imagine anti legalize chemical min man obama wages weapon coup gun war via use destroy blk libya say mem control blood trump hand give remember,1
9496,qualifying anti arsenal many reason calling apologize one infer,0
9497,police scary behave thank professionally god black think,1
9498,training aim arms personally constitutional home gun design near grade regulate contemporary keep control military possess armament law regulation people universal,0
9499,turn viewership lao league game go format main attention shit compare could advantage console sumo joe legend need capture fix one world over watch issue,1
9500,past date sell,0
9501,weasel smiling,0
9502,rising bonnie charlie jacobite prince,0
9503,whole low track album every path ass,1
9504,school call murder high student semiautomatic unethical ora gun research control hmm taurus texas,0
9505,urls statistic somehow doubt make head,1
9506,looking want granth whatever fuck start public bible sure choose dare intention duran drama require publicity business may hama,1
9507,revelation liberal urls,0
9508,framer primarily saxon anti day urls us white federalist go anglo constitution modern movement men might extreme tell,0
9509,pissing good nil pineapple look,0
9510,republic since,0
9511,talking point last cycle check gun well make shift control,1
9512,president pro urls bias life twitter via organization slam,0
9513,robber guess know laws nyx gun control,1
9514,mentally pepsi impair speaker,0
9515,urls gun strauss doubles own control push,0
9516,morals anti free lying abort accuse speech mean falsely campus infant violence looting fill censoring deep state like people,1
9517,google need government monopoly twitter break,0
9518,upside absolutely liberal,0
9519,right,0
9520,high,0
9521,agree lane inch safety gun debate give shift prefer control,0
9522,murder irrelevant us dead,1
9523,abuse want lying,0
9524,fascist always control medium,1
9525,anti hood know actually beating liberal ago kkt anything care funding long stranger trouble stop party believing nothing say quit violent time cause,0
9526,shit prophet holy,0
9527,years recent relatively laws congress mean gun recall overturn is remember local control,0
9528,hog tit useless saying,1
9529,urls fact funny conservative consider,0
9530,boring fucking still us teacher active spanish sexually better base grade,1
9531,evidence effort count tweet particular conservative cherry see picking actual presidential imply leaning people specific,0
9532,anti rip goon much apart holiday thought downtown every put seattle,1
9533,good arm criminal crime high us rates strict swiss train rare chance gun stand violent people control city,1
9534,supporter understatement word deserve even harsh imprison impeach deplorable end penalty imaginable animal execute time,0
9535,correctional per friend officer prison state yes cochran,0
9536,let hold boob go comment really photo well girl hanging,1
9537,vote complacency urls kill november,1
9538,trump urls america making great via,0
9539,see,0
9540,come school would fuck guy high need liberal really say lover judge since,1
9541,trump corrupt doe go understand successful admin obama entire job,1
9542,small beyond wheel cherry accomplish admonishment week grinding conclusion typical distortion senior allow pc need bite charm junior correct today justice people,0
9543,playing farther maybe study english journalistic quit limelight,0
9544,anti boy stay proud get life victim twitter fair ban,0
9545,racist behave watching want wrong child screen like behaviour truth,1
9546,come expert fucking low words tyrone min ate happen stu bud great woolley hardy except dan till,1
9547,sweet swear,0
9548,would tell classless buy liberal porn star democrat book write total,1
9549,havana ugh insufficient fishy urls morally supreme material court something,0
9550,hypocritical stance,1
9551,part constituent know hull hiding darwin ross end ale lucky lesser,0
9552,footstep top anti fucking grandfather urls friend die vain nothing embracing sad fascism following of of of of angry,1
9553,motherfucker,1
9554,fill ever light days change irish amaze love fan,0
9555,know lack belief also doings non saying adhere krishna say person muslim religion like simple atheism base think,0
9556,say never dare better,0
9557,supply slopes rather unimpeachable documentation waiting verify dan,0
9558,dumb urls,0
9559,beauty org fucking kind,1
9560,maybe think,0
9561,sheep left another slaughter eating led,1
9562,liberal,0
9563,probably privilege overwhelmingly guess voter note vast nauseated liberal majority worth seattle enough pure,0
9564,come think vote call want need election must say deal people october head general,0
9565,going political sen make care soul think careful democratic einstein would sat sell really seeker using power like issue,1
9566,appreciate move everyone,0
9567,anti black life matter,0
9568,pot saxon melting low anglo ethnicity,0
9569,school let us bouncer return,0
9570,worst,1
9571,suspension good post grace drop back,0
9572,would window part fabulous time fine dust white manga work god jealous bless people love house team hell,0
9573,foresight pm tory urls doe suicide pander political common muslim may sex like japan sense,1
9574,herring little man weed home one shot red care search,0
9575,new follow urls get one manga patriot,0
9576,let forget sound urls around wife running respect say screaming manga like stick option slavery,1
9577,care,0
9578,smear saul slinky tactic havana ugh attack playbook continue fall victim brett right conservative democrat latest,0
9579,patrick ass,1
9580,liar never,1
9581,come probably want piss make of of of of of a interest call disappoint life would inbox many get nothing time past orgasm whats app times give like england,1
9582,old fine year urls man sixty,0
9583,behind campaign play change well work district escort hall opponent others contain without pass time school election cannot unwelcome,1
9584,unintentionally funding pedro,1
9585,clear trump president still years hillary accept bad use,1
9586,zero much big loser better,1
9587,criminal exactly liberal works world democrat,1
9588,dirty greasy extremely stink contempt congress mouth hey open filthy cheesy neg arr,1
9589,urls news take gun western missouri stand continuous control,0
9590,beautiful,0
9591,elitist need government urls,0
9592,would anti stab million mansion anyway back life credibility associate,0
9593,anti good guy fancy failure beat ora froward dead right horse look wow,0
9594,keep leaf going wonder,0
9595,upset time boy going absolutely mad monday reckon wacky tell wednesday,1
9596,limousine liberal,0
9597,dream stock idea org reverse split need everyone eventually keep pink whf dreaming saying hey may like worthless sheet,1
9598,magic doe wand know,0
9599,arrest get manga stand attorney,0
9600,please ted floor going somehow actual human totally wipe stream absolutely tell cruz,1
9601,going campaign cooperation make corrections fail lawless yet corruption sure admit sad conservative plea first unprecedented fri many still need flame trump top strange ball level guilty,0
9602,lying toxic away get people,1
9603,anti end country similar hate justify ideology wish right justification use destroy violence say try violate instigate using america people,0
9604,enough cite good constitution,0
9605,talk left yet one common gun true every valid constant control proposal sense time,1
9606,corrupt lying ever big piece,1
9607,abuse bet de liberal shoot photo tell think,0
9608,anti urls sorts george people,0
9609,fuck wrong,1
9610,eater convey know obviously relate doe eat asian automatically saying comment mean dog correlation hate,0
9611,bee go hey indict gizmo itch,1
9612,part tweet dark skin hair pc natural ironic model tease,0
9613,terrible person,1
9614,court need clairvoyant liberal,0
9615,corrupt union gutierrez,1
9616,this wacko doe care news,0
9617,fuck past ambitious old havana ugh go mutual utah millennium senate like judge,1
9618,let know urls tweet manga retest delete,0
9619,fly hands safe ever principal best hurricane stay,0
9620,article produce liberal yep shut,1
9621,relocate need,0
9622,canadian gullible mind intelligence pretend base sure damned tax conservative working insult hard let entrepreneurial trump pay accurate numbers,0
9623,miss days season need see fantastic show watch binge,0
9624,pm face talk want jim similar someone bow,0
9625,least leftist threat good besides celebrity never like conservative use death,0
9626,genuinely anti forget gullible beer social end bedroom medium somehow pro day implausible doubt fix one trump year asking deletion cannot,1
9627,crisis real destruction complete party notice everything conservative,1
9628,swamp undermine president deep agenda hope state creature ask video latest,0
9629,would even surprise tomorrow,0
9630,donald wonder next,0
9631,connect thanks best pal wow,0
9632,spreading evidence stop public could liberal say ruin hear life lie course speak think,1
9633,old format ago different football total sure title semi district many still fact point get runner team years year meet,0
9634,wait robot,0
9635,racist urls go gem going jail liberal ahead misogyny work put retest save,0
9636,old know call,0
9637,rule matter lunacy etc example must character far slinky left moral conservative use vile code destroy woman violence handbook lack steal using radical lie,1
9638,two nutcase obviously urls,1
9639,terrible go end shit think cd see things well already insane guy certain making bad least suffering hey post pretty,1
9640,double call hero left gee standard,0
9641,bitches fuck far attitude get polly carry bad ought look,0
9642,kid,0
9643,clear position mentally board ask make think sending principal check dealing mag use would lounge dart son young adult likeness staff clearly,0
9644,complain yet liberal may look,0
9645,would disagree lot left squad loose things gun unit epidemic gang dope consider control scream,1
9646,savings liberal thing gun life spend,0
9647,people attending total city,0
9648,anti peaceful blk geez urls ignite always violence fighting mostly kid right therefore research,0
9649,supporting candidate urls sell payoff border austin open petersen,0
9650,support division woman fact doe linda harbour sow pretend change discrimination protest islam muslim right deliberately fraud hate,1
9651,position justify urls excuse running,0
9652,genius amaze,0
9653,urls little affordable going niece prove attack home well native generation birth challenge drama unplanned stripping citizenship poor born american,0
9654,anti thug perpetuate far effort left etc condone side note categorize pal behaviour,0
9655,minion days laws funny agenda safety must say gun mean editing kudos shit control staffer,0
9656,fake news,1
9657,org everything,0
9658,would calm chaos causing cant fully stops always government wish never like shit getting remember base,1
9659,maybe,0
9660,urls beautiful,0
9661,another saying clinton victim become,1
9662,fake news,1
9663,idiot,1
9664,anti flip benefit make firearm real criminal doe flunkies gun work fri crime stats argument say quit violent ban control skyrocket trump roll data retarded england,0
9665,scout serve vets resist squadron meet anyone never girl gun advocate veteran bullshit control,0
9666,trump wolf remember cover journalist actually anderson anything decent except hateful,0
9667,confirmation make pushing democrat vote whole agenda thing speech dick gun circus push hearing crazy control try vow using durban,1
9668,free wrong sure nothing thought,0
9669,yeah anti destroy still traitor ideology country make treat great advocate american,0
9670,come principled money liberal typical,0
9671,tom buy constituent interest,0
9672,come text taking case know wife complaint deal attract teeth girl family same at care save sad think,0
9673,quest least disarm police start exception criminal consistent calling crowd one gun logically control time,0
9674,seriously best,0
9675,always piece loser shit typical sore,1
9676,welcome britain,0
9677,anti leftist hit claim urls fact supremacy white left aggressive home run kkt,0
9678,anti interest share get story,0
9679,serious rebuild fear dollar threat lost freak trillion disgrace continue life moron recover journalism,1
9680,democrat,0
9681,thank action conscience,0
9682,promote anti race worthy group trust spec hare example prime life mater black hate base,0
9683,woman doe contradict man belief matter liberal thought everything believe candidate,0
9684,tactic want even lawyer testify liberal true accuser back doe already life love einstein accusation destroy belief found nothing metal havana ugh delay people guilty,0
9685,agree urls go ways red bitch,0
9686,games,0
9687,yeah name call fun dear actually white gesture means liberal urls normal realize power make people believe,1
9688,anti clay like old rant sport article travis politics,0
9689,trump urls participate gun success economy republican control death,0
9690,talk mess see really anyone never twitter like shit,1
9691,fool absolutely right,1
9692,husband try help voice student melanie doe want gun shut like country control,0
9693,ground smaller doe whoop girl clearly everything ass cheerleader slam,1
9694,new cut everyone hair say wrong ugly photon,1
9695,racist wait reg left next intolerant win manga hateful,1
9696,one corrupt coming,1
9697,doe understand metaphors,0
9698,oath liberal testify grass ley example capitulate demand accuser smart hell allow opportunity wise offering hearing politically say time havana ugh days fake,0
9699,cut baby see ever,0
9700,funny exactly describe,0
9701,male holland hole get prison back like tunnel look,1
9702,clear well stay unhinged,1
9703,coming italy urls,0
9704,like kiss know singing plus judge,0
9705,horrible,1
9706,anti trumpets right nut wing blame time,0
9707,none delete urls voice successful saying mind state shade make show epitome bring remember relevant,0
9708,probably anti live like murder actually eff song view killing label group moderate farmer extreme crazy yeah farm times singing people,1
9709,dreaming,0
9710,know yet sure hah aha fan definitely suck,1
9711,promote anti public violence etc domestic surprise someone suddenly accused,0
9712,way smart ass,1
9713,conservative,0
9714,vile another reason,1
9715,imagine stupid,1
9716,crazy literally person,1
9717,serious tennis shes test testosterone hormone drug,1
9718,anti turning wow,0
9719,one king,0
9720,together friend bunch liberal job real interest player everything pointless getting overpay giving zero get try nil whine award horrible,1
9721,like rap forget still big underground legend thing play pc true naming people shit crazy great,1
9722,supporter new refer wealth fellow huge assume sure pretty tax give found billionaire break,1
9723,hit dude urls even shit stage,1
9724,tennis baseball today watching even nil next one kneel week either watch hmm search,0
9725,top rescue woman ever years abuser last demon face consequence two three hint conservative serial notorious,1
9726,would know medium together picking laugh really getting shit believe,1
9727,think wait manufacture find boy big doe fool hoax havana ugh liberal apologize sure way like hollywood look time,1
9728,times retest,0
9729,try many discriminate point nip party conservative money liberal others environment make care ruin people hate,0
9730,anti leftist friend thing target post say show conservative please,1
9731,say go something complain,0
9732,endorsement horrific national source urban norm way wave conservative adam look shame,0
9733,trump insane literally still fun urls go liberal watch winning hama,1
9734,part group say ownership thrill,0
9735,good candy,0
9736,guest speaker urls years recruit client vanity fox ranch seem bar allegedly talent bunny,0
9737,trump aka let daily garbage view disgust damn hatred piece proud basis boycott believe spew bitch,1
9738,shit house,1
9739,playing saturday man hope say,0
9740,racist anti come forward alternative kkt fascist akin regard fascism death abuse woman understand violence never making sentiment threat oppose fighting,0
9741,would respond gas point counter argument thought gun well like listening key control,1
9742,live help support long lotus us retreating voting following please,0
9743,top wait million urls student food ostrich jacket yet get health gun hungry care mid control time,0
9744,future position allege effort tenacity always win poor girl congresswoman,0
9745,live part big gay dick cause,1
9746,worst person,1
9747,evil,0
9748,probably woman havana ugh man liberal state shut believe democrat,1
9749,supporter vote big gift urls wealth best history yet interest modern perhaps fix grab stupid cannot prefer,1
9750,destroy favourite take one picture actor comedian time,0
9751,actually blatant demand suffer real unfairly abuse place woman reason automatically allegation importantly disturb stamp bullshit good strip justice unfounded really someone guilty credibility,0
9752,spell dick wrong big,1
9753,rule urls violate liberal fundraiser federal back,0
9754,sexy man happy belated birthday,0
9755,racist imagine anti elect go nazi despondent republican till depression idea work native american around get take finding surprise trump hard punch,1
9756,maybe eric jail,0
9757,fake news,1
9758,urls,0
9759,gawd father urls,0
9760,genuinely cool dude,0
9761,huh beat woman,0
9762,later care fraud democrat plant real vote tool conservative drum process would victim derail try cheapen claim activist fake,1
9763,come struggle fame survival question locality right use,0
9764,come patriotic forward act wait would lying damage nominee max political saying mean cause like crazy basically,0
9765,anti gang,0
9766,poor roger sham sad,1
9767,try trace million sent obama terrorist iran unbelievable,0
